FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PERCENTILE_50TH,PERCENTILE_90TH
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Other Eye Surgery,5,11,13.4,31.4
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Other Joint Reconstruction,30,60,12.6,35.9
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Other Orthopaedic Surgery,94,214,6,21.3
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Other Urology Surgery,11,60,5.5,17.9
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Parotidectomy,7,,11,16.4
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Prostate Surgery,32,108,5.7,36.2
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Rectal Surgery,15,16,7.2,14.6
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Shoulder Surgery,122,233,10.7,30.1
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Skin Surgery,,,2.1,4.8
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Skin Tumour Removal,14,43,5,17.7
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Tendon Surgery,8,23,7.3,32.1
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Thyroidectomy,16,40,8.6,21.2
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Tonsillectomy/Adenoidectomy,17,14,13.2,25.3
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Uterine Surgery,62,229,6.1,22
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Vaginal Repair,5,30,14.9,38.6
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Varicose Veins Ligation/Stripping,,,14.4,18
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Vascular Bypass Graft - Non Cardiac,12,20,4,26.6
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Vascular Surgery - Other,21,39,12.4,34.7
2015/2016,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Wound/Laceration Care,6,17,3.7,10.3
2015/2016,Northern,WRINCH MEMORIAL HOSPITAL,All Procedures,,41,4,11.9
2015/2016,Northern,WRINCH MEMORIAL HOSPITAL,Dental Surgery,,7,2.9,22.3
2015/2016,Northern,WRINCH MEMORIAL HOSPITAL,Male Reproductive Surgery,,6,4.9,8.2
2015/2016,Provincial Health Services Authority,All Facilities,All Other Procedures,257,876,4.4,12.3
2015/2016,Provincial Health Services Authority,All Facilities,All Procedures,647,2059,3.4,12.9
2015/2016,Provincial Health Services Authority,All Facilities,Biopsy in OR,18,76,1.1,6.5
2015/2016,Provincial Health Services Authority,All Facilities,Breast Biopsy,22,156,2.1,4.9
2015/2016,Provincial Health Services Authority,All Facilities,Cone Biopsy,5,24,3.4,7.2
2015/2016,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,61,228,2.1,13.8
2015/2016,Provincial Health Services Authority,All Facilities,Dental Surgery,7,41,6.9,29.7
2015/2016,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,,22,3,12.2
2015/2016,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,9,91,3,6.1
2015/2016,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,45,90,6.9,17.1
2015/2016,Provincial Health Services Authority,All Facilities,Fracture Repair,,,1,1
2015/2016,Provincial Health Services Authority,All Facilities,Knee Arthroscopy,5,5,1,3.4
2015/2016,Provincial Health Services Authority,All Facilities,Laparoscopy,16,23,7.6,22.5
2015/2016,Provincial Health Services Authority,All Facilities,Laparotomy,,,0,0
2015/2016,Provincial Health Services Authority,All Facilities,Laryngoscopy,,,2.7,2.7
2015/2016,Provincial Health Services Authority,All Facilities,Mastectomy,6,48,2.1,4.7
2015/2016,Provincial Health Services Authority,All Facilities,Other Eye Surgery,,,0.3,0.3
2015/2016,Provincial Health Services Authority,All Facilities,Other Joint Reconstruction,,,7.1,7.1
2015/2016,Provincial Health Services Authority,All Facilities,Other Orthopaedic Surgery,28,23,3.3,16.4
2015/2016,Provincial Health Services Authority,All Facilities,Other Urology Surgery,,,2,2
2015/2016,Provincial Health Services Authority,All Facilities,Skin Surgery,,,1,1
2015/2016,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,10,26,2.4,9.1
2015/2016,Provincial Health Services Authority,All Facilities,Spinal/Back Surgery,37,36,6.1,38.4
2015/2016,Provincial Health Services Authority,All Facilities,Tendon Surgery,,,39.7,39.7
2015/2016,Provincial Health Services Authority,All Facilities,Tympanoplasty,5,5,1.3,16.1
2015/2016,Provincial Health Services Authority,All Facilities,Uterine Surgery,81,205,5,15.1
2015/2016,Provincial Health Services Authority,All Facilities,Vaginal Repair,,,9,9.3
2015/2016,Provincial Health Services Authority,All Facilities,Vascular Surgery - Other,,15,1.4,11.6
2015/2016,Provincial Health Services Authority,All Facilities,Wound/Laceration Care,8,30,2.1,5
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,All Other Procedures,7,36,3,7.4
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,All Procedures,68,430,2.3,5.6
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Biopsy in OR,9,45,1.3,3.7
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Breast Biopsy,22,156,2.1,4.9
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Cone Biopsy,,14,3.4,7.1
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,D&C and Related Surgery,6,19,3.4,6.4
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Examination Under Anaesthetic,,8,2.7,5.2
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Excision Lesion/Tumour,8,82,3.3,5.4
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Mastectomy,6,48,2.1,4.7
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Skin Tumour Removal,,11,1.9,2.9
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Uterine Surgery,,10,1.9,7.2
2015/2016,Provincial Health Services Authority,B.C. CANCER AGENCY,Vascular Surgery - Other,,,4,4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,All Other Procedures,13,74,0.7,13.1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,All Procedures,126,285,1.4,23.7
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Biopsy in OR,5,30,1.1,7.3
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Dental Surgery,7,41,6.9,29.7
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Examination Under Anaesthetic,,8,1.6,18.4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Excision Lesion/Tumour,,9,2.7,9.1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Fracture Repair,,,1,1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Knee Arthroscopy,5,5,1,3.4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Laryngoscopy,,,2.7,2.7
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Other Eye Surgery,,,0.3,0.3
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Other Joint Reconstruction,,,7.1,7.1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Other Orthopaedic Surgery,28,23,3.3,16.4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Other Urology Surgery,,,2,2
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Skin Surgery,,,1,1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Skin Tumour Removal,,,6.7,11.4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Spinal/Back Surgery,37,36,6.1,38.4
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Tendon Surgery,,,39.7,39.7
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Tympanoplasty,5,5,1.3,16.1
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Vascular Surgery - Other,,14,1.4,11.9
2015/2016,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Wound/Laceration Care,,,5,5
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,All Other Procedures,237,766,5,12.6
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,All Procedures,453,1344,4.7,13.9
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Biopsy in OR,,,8.6,8.6
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Cone Biopsy,,10,3.4,7.5
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,D&C and Related Surgery,55,209,1.7,13.9
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Examination Under Anaesthetic,,6,4.9,19.9
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Fallopian Tube/Ovarian Surgery,45,89,7,17.1
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Laparoscopy,16,23,7.6,22.5
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Skin Tumour Removal,5,13,3.4,9.9
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Uterine Surgery,80,195,5,15.7
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Vaginal Repair,,,9,9.3
2015/2016,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Wound/Laceration Care,6,29,2,4.3
2015/2016,Vancouver Coastal,All Facilities,Abdominoplasty,15,26,12.2,43.9
2015/2016,Vancouver Coastal,All Facilities,All Other Procedures,1661,6394,4.4,19.7
2015/2016,Vancouver Coastal,All Facilities,All Procedures,18337,59579,6.1,26.7
2015/2016,Vancouver Coastal,All Facilities,Aortic Aneurysm Repair,5,91,2.9,8.9
2015/2016,Vancouver Coastal,All Facilities,Appendectomy,12,61,5.9,21.3
2015/2016,Vancouver Coastal,All Facilities,Bariatric Surgery,15,194,3.9,10.2
2015/2016,Vancouver Coastal,All Facilities,Biopsy in OR,312,1476,5.3,17.1
2015/2016,Vancouver Coastal,All Facilities,Bladder Surgery,233,1038,4.3,24.6
2015/2016,Vancouver Coastal,All Facilities,Bowel Resection,123,692,3.1,13
2015/2016,Vancouver Coastal,All Facilities,Breast Biopsy,21,204,3,8.7
2015/2016,Vancouver Coastal,All Facilities,Breast Reconstruction,203,340,9.1,44.1
2015/2016,Vancouver Coastal,All Facilities,Breast Reduction,277,358,13.6,39.9
2015/2016,Vancouver Coastal,All Facilities,CSF Drainage,,45,1.1,8.6
2015/2016,Vancouver Coastal,All Facilities,Cataract Surgery,4685,16372,9.1,27
2015/2016,Vancouver Coastal,All Facilities,Cholecystectomy,356,930,7.3,28.3
2015/2016,Vancouver Coastal,All Facilities,Colostomy/Ileostomy,73,199,11.9,35.2
2015/2016,Vancouver Coastal,All Facilities,Cone Biopsy,,23,2.1,7
2015/2016,Vancouver Coastal,All Facilities,Cranial Surgery,71,357,1.4,18.4
2015/2016,Vancouver Coastal,All Facilities,Cyst/Ganglion Removal,151,334,6.4,26
2015/2016,Vancouver Coastal,All Facilities,D&C and Related Surgery,85,314,4.4,16.9
2015/2016,Vancouver Coastal,All Facilities,Dental Surgery,130,377,5.4,18.1
2015/2016,Vancouver Coastal,All Facilities,Endarterectomy,20,153,1.7,6.1
2015/2016,Vancouver Coastal,All Facilities,Esophagectomy,,23,1.4,4.1
2015/2016,Vancouver Coastal,All Facilities,Examination Under Anaesthetic,40,96,3.9,16.9
2015/2016,Vancouver Coastal,All Facilities,Excision Gynecomastia,13,32,7.1,33.7
2015/2016,Vancouver Coastal,All Facilities,Excision Lesion/Tumour,20,139,2.6,6.7
2015/2016,Vancouver Coastal,All Facilities,Facial Bone Reconstruction,33,210,3.4,18
2015/2016,Vancouver Coastal,All Facilities,Fallopian Tube/Ovarian Surgery,185,678,6.6,20.7
2015/2016,Vancouver Coastal,All Facilities,Fistula Repair - Non Vascular,7,11,7,12.9
2015/2016,Vancouver Coastal,All Facilities,Foot/Ankle Surgery,153,234,8.1,44.1
2015/2016,Vancouver Coastal,All Facilities,Foreign Body Removal Surgery,,12,2.6,8.6
2015/2016,Vancouver Coastal,All Facilities,Fracture Repair,42,190,1.4,10
2015/2016,Vancouver Coastal,All Facilities,Free Flap Graft,5,25,1.9,6.4
2015/2016,Vancouver Coastal,All Facilities,Hand/Wrist Surgery,97,276,4.1,17.1
2015/2016,Vancouver Coastal,All Facilities,Hernia Repair - Abdominal,939,2454,9.4,31.3
2015/2016,Vancouver Coastal,All Facilities,Hernia Repair - Hiatal,8,24,6.6,21.6
2015/2016,Vancouver Coastal,All Facilities,Hip Replacement,880,1729,14.7,35.6
2015/2016,Vancouver Coastal,All Facilities,Kidney/Bladder Stone Removal,60,533,3,9.3
2015/2016,Vancouver Coastal,All Facilities,Knee - ACL Repair,110,557,4.1,18.1
2015/2016,Vancouver Coastal,All Facilities,Knee - Meniscectomy,8,42,5,16.5
2015/2016,Vancouver Coastal,All Facilities,Knee Arthroscopy,223,886,4,19.3
2015/2016,Vancouver Coastal,All Facilities,Knee Replacement,1207,2005,13.1,38.2
2015/2016,Vancouver Coastal,All Facilities,Laparoscopy,55,270,3.6,16.2
2015/2016,Vancouver Coastal,All Facilities,Laparotomy,25,134,3,11.3
2015/2016,Vancouver Coastal,All Facilities,Laryngoscopy,64,129,9.4,43.7
2015/2016,Vancouver Coastal,All Facilities,Lens & Vitreous (non-cataract) Surgery,298,1156,3.9,17.3
2015/2016,Vancouver Coastal,All Facilities,Ligament Surgery,5,20,2.8,6.1
2015/2016,Vancouver Coastal,All Facilities,Lipectomy,22,15,38.7,49.9
2015/2016,Vancouver Coastal,All Facilities,Lung Surgery,14,250,1.9,5
2015/2016,Vancouver Coastal,All Facilities,Male Reproductive Surgery,59,270,4.9,16.1
2015/2016,Vancouver Coastal,All Facilities,Mastectomy,201,1519,2.9,8.6
2015/2016,Vancouver Coastal,All Facilities,Mastoidectomy,73,166,12.3,32.3
2015/2016,Vancouver Coastal,All Facilities,Myringotomy,,12,4.4,22.1
2015/2016,Vancouver Coastal,All Facilities,Nasal Surgery,442,965,11.3,36.2
2015/2016,Vancouver Coastal,All Facilities,Nerve Surgery,53,205,5.7,19.2
2015/2016,Vancouver Coastal,All Facilities,Oral Cavity & Pharynx Surgery,5,10,17.6,37.9
2015/2016,Vancouver Coastal,All Facilities,Other Ear Surgery,,7,5.7,24.9
2015/2016,Vancouver Coastal,All Facilities,Other Eye Surgery,352,1727,4.4,20.7
2015/2016,Vancouver Coastal,All Facilities,Other Joint Reconstruction,195,296,8.6,46.1
2015/2016,Vancouver Coastal,All Facilities,Other Orthopaedic Surgery,470,1555,3.7,21.3
2015/2016,Vancouver Coastal,All Facilities,Other Urology Surgery,146,1096,3.1,10.7
2015/2016,Vancouver Coastal,All Facilities,Parotidectomy,73,154,17.4,45.6
2015/2016,Vancouver Coastal,All Facilities,Prostate Surgery,229,1187,4.9,13.1
2015/2016,Vancouver Coastal,All Facilities,Rectal Surgery,291,500,9.1,35.7
2015/2016,Vancouver Coastal,All Facilities,Rib Resection,11,22,9.2,29.2
2015/2016,Vancouver Coastal,All Facilities,Scope of Chest,,49,1.3,5.3
2015/2016,Vancouver Coastal,All Facilities,Shoulder Surgery,201,782,4.4,24.8
2015/2016,Vancouver Coastal,All Facilities,Sinus Surgery,399,555,19.9,51.5
2015/2016,Vancouver Coastal,All Facilities,Skin Surgery,26,49,2.3,37
2015/2016,Vancouver Coastal,All Facilities,Skin Tumour Removal,74,318,3.9,19.8
2015/2016,Vancouver Coastal,All Facilities,Sphincterotomy,15,27,11.6,26.1
2015/2016,Vancouver Coastal,All Facilities,Spinal/Back Surgery,306,1037,6,25.9
2015/2016,Vancouver Coastal,All Facilities,Tendon Surgery,111,180,5.4,27
2015/2016,Vancouver Coastal,All Facilities,Thoracotomy,,,0.1,0.1
2015/2016,Vancouver Coastal,All Facilities,Thyroidectomy,182,422,11,39.1
2015/2016,Vancouver Coastal,All Facilities,Tonsillectomy/Adenoidectomy,78,241,8.1,26.7
2015/2016,Vancouver Coastal,All Facilities,Tympanoplasty,96,181,12.9,42.4
2015/2016,Vancouver Coastal,All Facilities,Uterine Surgery,656,2606,5.1,21.5
2015/2016,Vancouver Coastal,All Facilities,Vaginal Repair,148,241,18.7,36.1
2015/2016,Vancouver Coastal,All Facilities,Varicose Veins Ligation/Stripping,320,399,14.1,44.4
2015/2016,Vancouver Coastal,All Facilities,Vascular Bypass Graft - Non Cardiac,24,179,2.4,12
2015/2016,Vancouver Coastal,All Facilities,Vascular Surgery - Other,60,318,3,10.5
2015/2016,Vancouver Coastal,All Facilities,Wound/Laceration Care,58,188,2.4,22.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,All Other Procedures,142,569,3.9,15.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,All Procedures,2975,9462,6.4,27.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Biopsy in OR,9,80,1.2,4.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Bladder Surgery,48,290,2.7,25.5
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Bowel Resection,11,128,2.7,8.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Breast Reconstruction,,41,3,11
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Breast Reduction,28,59,23.1,38.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,CSF Drainage,,13,1.7,8.8
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Cataract Surgery,921,3308,9.6,25.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Cholecystectomy,89,176,7.4,26.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Colostomy/Ileostomy,,23,5.1,21.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Cone Biopsy,,,1.7,2.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Cranial Surgery,5,62,0.6,4.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Cyst/Ganglion Removal,29,49,16.1,31.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,D&C and Related Surgery,19,60,4.1,18.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Dental Surgery,,10,2.6,15.4
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Endarterectomy,,,4.4,5.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Excision Gynecomastia,,,10.2,27.8
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Excision Lesion/Tumour,,9,2,24.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Facial Bone Reconstruction,,,1.1,1.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Fallopian Tube/Ovarian Surgery,26,80,7.4,25.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Foot/Ankle Surgery,,9,4.7,12.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Fracture Repair,5,34,0.6,10.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Hand/Wrist Surgery,12,18,6.1,25.1
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Hernia Repair - Abdominal,207,649,9.1,33
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Hip Replacement,189,272,19.7,44
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Knee - ACL Repair,18,95,3.1,24.4
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Knee Arthroscopy,61,181,3.7,28.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Knee Replacement,349,363,23,45.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Laparoscopy,19,58,7,24.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Male Reproductive Surgery,5,25,4,27.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Mastectomy,18,234,1.9,5
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Mastoidectomy,,10,1.6,5.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Myringotomy,,5,2.6,3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Nasal Surgery,59,74,10.3,34.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Nerve Surgery,15,44,5.3,19.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Other Eye Surgery,,16,1.9,21.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Other Orthopaedic Surgery,69,214,4.2,24.1
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Other Urology Surgery,22,202,2.6,11.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Parotidectomy,,6,7.1,16.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Prostate Surgery,29,131,3.9,15.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Rectal Surgery,81,96,11.7,42.4
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Shoulder Surgery,32,226,3.4,22.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Sinus Surgery,38,80,23.2,39.9
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Skin Surgery,,10,1.6,10.2
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Skin Tumour Removal,28,64,4.9,35.4
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Sphincterotomy,8,11,5.1,24.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Spinal/Back Surgery,153,615,4.9,19.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Tendon Surgery,,8,3.9,15.5
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Thyroidectomy,,40,7.5,14.8
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Tonsillectomy/Adenoidectomy,19,45,2.9,19.1
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Tympanoplasty,5,19,4,20.1
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Uterine Surgery,141,542,3.9,24
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Vaginal Repair,16,31,27.4,43.7
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Varicose Veins Ligation/Stripping,6,6,3.1,19.3
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Vascular Bypass Graft - Non Cardiac,,15,2.1,5.6
2015/2016,Vancouver Coastal,LIONS GATE HOSPITAL,Wound/Laceration Care,,12,1.1,17.3
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Abdominoplasty,5,8,14.2,33
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,All Other Procedures,221,652,5.1,21.5
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,All Procedures,3090,12335,6,20
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Appendectomy,,14,6.1,13.5
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Biopsy in OR,35,155,7.7,16.7
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Bladder Surgery,,48,6.9,15.2
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Bowel Resection,,47,3,5.9
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Breast Biopsy,9,57,4.6,10.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Breast Reconstruction,27,35,10.7,47.7
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Breast Reduction,45,81,16.4,42
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Cataract Surgery,1852,7032,6.9,20.9
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Cholecystectomy,41,190,6,17.8
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Colostomy/Ileostomy,,14,19.5,44.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Cyst/Ganglion Removal,22,94,6.4,18.9
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Examination Under Anaesthetic,18,25,4,31.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Excision Gynecomastia,,15,9.9,33.1
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Fracture Repair,,,7.4,7.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Hand/Wrist Surgery,11,20,5.7,20.5
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Hernia Repair - Abdominal,111,432,6.4,25.8
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Kidney/Bladder Stone Removal,10,96,3.9,8.2
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Laparotomy,,,8.4,8.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Laryngoscopy,,8,2.1,6.9
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Lens & Vitreous (non-cataract) Surgery,170,621,6.3,19.1
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Lipectomy,7,,36.6,40.8
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Male Reproductive Surgery,7,68,7.4,15.8
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Mastectomy,87,1060,3,8.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Mastoidectomy,,22,8.8,16
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Myringotomy,,,3,3
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Nasal Surgery,52,164,8,21
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Nerve Surgery,,21,11.3,22.3
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Other Eye Surgery,109,623,2.9,18.1
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Other Orthopaedic Surgery,10,51,2.4,12.4
2015/2016,Vancouver Coastal,MOUNT SAINT JOSEPH HOSPITAL,Other Urology Surgery,15,68,5.1,11.3
